iata_code,name,continent,iso_country,municipality
IGD,Iğdır Airport,AS,TR,Iğdır
IGE,Tchongorove Airport,AF,GA,Iguela
IGG,Igiugig Airport,NA,US,Igiugig
IGH,Ingham Airport,OC,AU,
IGL,Çiğli Airport,AS,TR,
IGM,Kingman Airport,NA,US,Kingman
IGN,Iligan Airport,AS,PH,
IGO,Chigorodó Airport,SA,CO,Chigorodó
IGR,Cataratas Del Iguazú International Airport,SA,AR,Puerto Iguazu
IGS,Ingolstadt Manching Airport,EU,DE,Manching
IGT,Magas Airport,EU,RU,Magas
IGU,Cataratas International Airport,SA,BR,Foz Do Iguaçu
IHC,Inhaca Airport,AF,MZ,Inhaca
IHN,Qishn Airport,AS,YE,Qishn
IHO,Ihosy Airport,AF,MG,Ihosy
IHR,Iran Shahr Airport,AS,IR,Iranshahr
IHU,Ihu Airport,OC,PG,Ihu
IIA,Inishmaan Aerodrome,EU,IE,Inis Meáin
IIL,Ilam Airport,AS,IR,Ilam
IIS,Nissan Island Airport,OC,PG,Nissan Island
IJK,Izhevsk Airport,EU,RU,Izhevsk
IJU,Ijuí Airport,SA,BR,Ijuí
IKA,Imam Khomeini International Airport,AS,IR,Tehran
IKB,Wilkes County Airport,NA,US,North Wilkesboro
IKI,Iki Airport,AS,JP,Iki
IKK,Greater Kankakee Airport,NA,US,Kankakee
IKL,Ikela Airport,AF,CD,Ikela
IKO,Nikolski Air Station,NA,US,Nikolski
IKP,Inkerman Airport,OC,AU,
IKS,Tiksi Airport,AS,RU,Tiksi
IKT,Irkutsk Airport,AS,RU,Irkutsk
IKU,Issyk-Kul International Airport,AS,KG,Tamchy
ILA,Illaga Airport,AS,ID,Illaga-Papua Island
ILD,Lleida-Alguaire Airport,EU,ES,Lleida
ILE,Skylark Field,NA,US,Killeen
ILF,Ilford Airport,NA,CA,Ilford
ILG,New Castle Airport,NA,US,Wilmington
ILH,Illesheim Air Base,EU,DE,Storck Barracks
ILI,Iliamna Airport,NA,US,Iliamna
ILK,Atsinanana Airport,AF,MG,Ilaka
ILL,Willmar Municipal -John L Rice Field,NA,US,Willmar
ILM,Wilmington International Airport,NA,US,Wilmington
ILN,Wilmington Airpark,NA,US,Wilmington
ILO,Iloilo International Airport,AS,PH,Iloilo City
ILP,Île des Pins Airport,OC,NC,Île des Pins
ILQ,Ilo Airport,SA,PE,Ilo
ILR,Ilorin International Airport,AF,NG,Ilorin
ILU,Kilaguni Airport,AF,KE,Kilaguni
ILX,Ileg Airport,OC,PG,Ileg
ILY,Islay Airport,EU,GB,Port Ellen
ILZ,Žilina Airport,EU,SK,Žilina
IMA,Iamalele Airport,OC,PG,"Iamalele, Fergusson Island"
IMB,Imbaimadai Airport,SA,GY,Imbaimadai
IMD,Imonda Airport,OC,PG,Imonda
IMF,Imphal Airport,AS,IN,Imphal
IMG,Inhaminga Airport,AF,MZ,Inhaminga
IMI,Ine Airport,OC,MH,Arno Atoll
IMK,Simikot Airport,AS,NP,Simikot
IML,Imperial Municipal Airport,NA,US,Imperial
IMM,Immokalee Regional Airport,NA,US,Immokalee
IMN,Imane Airport,OC,PG,Imane
IMO,Zemio Airport,AF,CF,Zemio
IMP,Prefeito Renato Moreira Airport,SA,BR,Imperatriz
IMT,Ford Airport,NA,US,Iron Mountain / Kingsford
INA,Inta Airport,AS,RU,Inta
INB,Independence Airport,NA,BZ,Independence
INC,Yinchuan Airport,AS,CN,Yinchuan
IND,Indianapolis International Airport,NA,US,Indianapolis
INE,Chinde Airport,AF,MZ,Chinde
INF,In Guezzam Airport,AF,DZ,In Guezzam
ING,Lago Argentino Airport,SA,AR,El Calafate
INH,Inhambane Airport,AF,MZ,Inhambabe
INI,Nis Airport,EU,RS,Nis
INJ,Injune Airport,OC,AU,Injune
INK,Winkler County Airport,NA,US,Wink
INL,Falls International Airport,NA,US,International Falls
INM,Innamincka Airport,OC,AU,
INN,Innsbruck Airport,EU,AT,Innsbruck
INO,Inongo Airport,AF,CD,Inongo
INQ,Inisheer Aerodrome,EU,IE,Inis Oírr
INS,Creech Air Force Base,NA,US,Indian Springs
INT,Smith Reynolds Airport,NA,US,Winston Salem
INU,Nauru International Airport,OC,NR,Yaren District
INV,Inverness Airport,EU,GB,Inverness
INW,Winslow Lindbergh Regional Airport,NA,US,Winslow
INX,Inanwatan Airport,AS,ID,Inanwatan Airport-Papua Island
INY,Inyati Airport,AF,ZA,Inyati
INZ,In Salah Airport,AF,DZ,In Salah
IOA,Ioannina Airport,EU,GR,Ioannina
IOK,Iokea Airport,OC,PG,Iokea
IOM,Isle of Man Airport,EU,IM,Castletown
ION,Impfondo Airport,AF,CG,Impfondo
IOP,Ioma Airport,OC,PG,Ioma
IOR,Inishmore Aerodrome,EU,IE,Inis Mór
